Keyboard;Mode;Participant;Phrase;NbChar;Duree;Correct;NbErrors;NbPredictionUsed;predCharRatio;CharParSec;Distance
TROIS;TRAIN;1;TA;2;18.863;true;0;0;0.0%;0.10602767322271113;1275.4823347436316
TROIS;TRAIN;1;MAISON;6;21.969;true;0;3;50.0%;0.27311211252219036;1417.3676143188832
TROIS;TRAIN;1;MON;3;3.538;true;0;1;33.333336%;0.847936687394008;314.55756480936464
TROIS;TRAIN;1;COMPTE;6;9.218;true;0;5;83.33333%;0.6509004122369277;588.6823612587601
TROIS;TRAIN;1;BANCAIRE;8;20.079;true;0;3;37.5%;0.39842621644504206;1087.039452043298
TROIS;TRAIN;1;EST;3;21.993;true;0;1;33.333336%;0.13640703860319192;1313.9200377482937
TROIS;TRAIN;1;À;1;23.094;true;0;0;0.0%;0.043301290378453275;1478.5590367734335
TROIS;TRAIN;1;DÉCOUVERT;9;28.366;true;0;7;77.77778%;0.317281252203342;2020.0311226177728
TROIS;TRAIN;1;CES;3;3.115;true;0;1;33.333336%;0.9630818619582664;307.7193852368494
TROIS;TRAIN;1;PLANTES;7;9.211;true;0;5;71.42857%;0.7599609162957334;709.8244892802418
TROIS;TRAIN;1;MANQUENT;8;13.911;true;0;3;37.5%;0.5750844655308749;1472.1189488603452
TROIS;TRAIN;1;DE;2;15.189;true;0;2;100.0%;0.13167423793534794;1520.0042284355968
TROIS;TRAIN;1;SOLEIL;6;18.237;true;0;4;66.66667%;0.32900148050666234;1831.390340252543
TROIS;TRAIN;1;SI;2;2.054;true;0;0;0.0%;0.9737098344693282;97.61783549877183
TROIS;TRAIN;1;TU;2;3.782;true;0;0;0.0%;0.5288207297726071;309.3498361931505
TROIS;TRAIN;1;AS;2;6.934;true;0;0;0.0%;0.2884338044418806;491.4786166858552
TROIS;TRAIN;1;FAIM;4;10.734;true;0;2;50.0%;0.3726476616359232;855.2878537073935
TROIS;TRAIN;1;IL;2;12.562;true;0;1;50.0%;0.15921031682853048;984.7802776019549
TROIS;TRAIN;1;RESTE;5;17.936;true;0;3;60.000004%;0.27876895628902765;1273.9326255206488
TROIS;TRAIN;1;DES;3;19.673;true;0;2;66.66667%;0.15249326488080112;1407.6973668815951
TROIS;TRAIN;1;FRAISES;7;23.804;true;0;5;71.42857%;0.2940682238279281;1793.954532137103
TROIS;TRAIN;1;JE;2;4.786;true;0;1;50.0%;0.41788549937317176;172.5367938059258
TROIS;TRAIN;1;NE;2;7.629;true;0;1;50.0%;0.26215755669157165;304.5367938059258
TROIS;TRAIN;1;SERAI;5;10.54;true;0;4;80.0%;0.4743833017077799;497.9244003636732
TROIS;TRAIN;1;PAS;3;14.395;true;0;0;0.0%;0.2084056964223689;728.4267273461692
TROIS;TRAIN;1;LÀ;2;17.145;true;0;0;0.0%;0.11665208515602217;1087.3232873567183
TROIS;TRAIN;1;DEMAIN;6;20.036;true;0;3;50.0%;0.2994609702535436;1353.518663062574
TROIS;TRAIN;1;JE;2;2.974;true;0;1;50.0%;0.6724949562878278;172.5367938059258
TROIS;TRAIN;1;VAIS;4;7.505;true;0;2;50.0%;0.5329780146568954;520.2260264395456
TROIS;TRAIN;1;REGARDER;8;13.127;true;0;6;75.0%;0.6094309438561742;779.415901203124
TROIS;TRAIN;1;CETTE;5;15.555;true;0;3;60.000004%;0.3214400514304082;971.4299612710802
TROIS;TRAIN;1;SÉRIE;5;18.717;true;0;3;60.000004%;0.26713682748303685;1278.3879885171748
TROIS;TRAIN;1;TOUS;4;21.264;true;0;2;50.0%;0.18811136192626035;1558.5257993798064
TROIS;TRAIN;1;LES;3;22.919;true;0;2;66.66667%;0.13089576334045988;1735.6589029212664
TROIS;TRAIN;1;MIDIS;5;28.144;true;0;0;0.0%;0.1776577600909608;2124.668267764516
TROIS;TRAIN;1;MES;3;3.311;true;0;0;0.0%;0.906070673512534;297.38286236296113
TROIS;TRAIN;1;PARENTS;7;10.052;true;0;4;57.14286%;0.6963788300835655;703.7833658161225
TROIS;TRAIN;1;SONT;4;12.142;true;0;3;75.0%;0.3294350189425136;897.1804797319031
TROIS;TRAIN;1;VIEUX;5;17.01;true;0;3;60.000004%;0.2939447383891828;1333.2043816312146
TROIS;TRAIN;1;MAINTENANT;10;21.953;true;0;6;60.000004%;0.45551860793513416;1560.3399740932352
TROIS;TRAIN;1;TON;3;2.453;true;0;1;33.333336%;1.222992254382389;145.00903036992696
TROIS;TRAIN;1;OISEAU;6;7.52;true;0;4;66.66667%;0.797872340425532;366.6263106395571
TROIS;TRAIN;1;AU;2;9.378;true;0;1;50.0%;0.21326508850501172;496.1449167426428
TROIS;TRAIN;1;BEC;3;13.967;true;0;0;0.0%;0.21479200973723778;800.2428703587163
TROIS;TRAIN;1;ORANGE;6;18.159;true;0;4;66.66667%;0.3304146704113663;1058.9137740559656
TROIS;TRAIN;1;EST;3;20.17;true;0;1;33.333336%;0.1487357461576599;1285.7943597609612
TROIS;TRAIN;1;DANS;4;23.103;true;0;2;50.0%;0.17313768774618013;1582.825754177576
TROIS;TRAIN;1;L'ARBRE;7;28.641;true;0;4;57.14286%;0.24440487413148984;2043.8164013593923
TROIS;TRAIN;1;CE;2;3.142;true;0;2;100.0%;0.6365372374283896;47.0
TROIS;TRAIN;1;SONT;4;5.811;true;0;3;75.0%;0.6883496816382723;240.39711391578055
TROIS;TRAIN;1;MES;3;7.941;true;0;0;0.0%;0.37778617302606726;537.7799762787417
TROIS;TRAIN;1;BONBONS;7;15.618;true;0;5;71.42857%;0.4482007939556921;1008.9054278310512
TROIS;TRAIN;1;PRÉFÉRÉS;8;24.937;true;0;5;62.5%;0.32080843726189995;1684.8992448116667
TROIS;TRAIN;1;LA;2;2.967;true;0;1;50.0%;0.6740815638692281;132.0
TROIS;TRAIN;1;THÉMATIQUE;10;11.622;true;0;7;70.0%;0.8604371020478403;571.6116312974763
TROIS;TRAIN;1;EST;3;13.453;true;0;1;33.333336%;0.2229985876756114;798.4922170024719
TROIS;TRAIN;1;LA;2;14.975;true;0;1;50.0%;0.1335559265442404;930.4922170024719
TROIS;TRAIN;1;MYTHOLOGIE;10;22.528;true;0;8;80.0%;0.44389204545454547;1198.6210492140658
TROIS;TRAIN;1;DEMANDER;8;5.426;true;0;6;75.0%;1.474382602285293;300.8287022336897
TROIS;TRAIN;1;À;1;6.565;true;0;0;0.0%;0.15232292460015232;465.4677012588295
TROIS;TRAIN;1;DES;3;8.381;true;0;3;100.0%;0.3579525116334566;560.8412477486208
TROIS;TRAIN;1;ADOS;4;13.732;true;0;0;0.0%;0.2912904165452957;1001.0417136779199
TROIS;TRAIN;1;DE;2;15.617;true;0;2;100.0%;0.12806556957162066;1048.9269932531715
TROIS;TRAIN;1;DORMIR;6;19.204;true;0;4;66.66667%;0.31243490939387625;1278.0557737458762
TROIS;TRAIN;1;MAMIE;5;4.598;true;0;2;40.0%;1.087429317094389;425.1387983642936
TROIS;TRAIN;1;ARRIVE;6;9.665;true;0;3;50.0%;0.620796689084325;644.3341740701491
TROIS;TRAIN;1;DIMANCHE;8;14.286;true;0;5;62.5%;0.5599888002239956;949.486106701069
TROIS;TRAIN;1;OU;2;15.622;true;0;1;50.0%;0.12802458071949815;1094.5001667690253
TROIS;TRAIN;1;LUNDI;5;21.707;true;0;1;20.0%;0.23034044317501265;1657.148956400537
TROIS;TRAIN;1;TON;3;3.535;true;0;1;33.333336%;0.8486562942008486;145.00903036992696
TROIS;TRAIN;1;ACCUSATION;10;7.827;true;0;7;70.0%;1.27762872109365;433.75643445293076
TROIS;TRAIN;1;PARAITRA;8;14.447;true;0;6;75.0%;0.5537481830137745;755.8839469399302
TROIS;TRAIN;1;INFONDÉE;8;21.413;true;0;3;37.5%;0.37360481950217156;1385.2812636495078
TROIS;TRAIN;1;LA;2;2.516;true;0;1;50.0%;0.794912559618442;132.0
TROIS;TRAIN;1;POPULARITÉ;10;9.583;true;0;6;60.000004%;1.0435145570280706;877.7312116407654
TROIS;TRAIN;1;EST;3;12.032;true;0;1;33.333336%;0.24933510638297873;1104.611797345761
TROIS;TRAIN;1;DÉSIRÉE;7;16.291;true;0;3;42.857143%;0.42968510220367073;1652.8128485212023
TROIS;TRAIN;1;DE;2;17.774;true;0;2;100.0%;0.11252391133115787;1700.698128096454
TROIS;TRAIN;1;TOUS;4;19.779;true;0;2;50.0%;0.20223469336164618;1932.0711975981392
TROIS;TRAIN;1;LES;3;2.986;true;0;2;66.66667%;1.0046885465505693;177.13310354145995
TROIS;TRAIN;1;CIRCONSTANCES;13;8.864;true;0;11;84.61539%;1.4666064981949458;369.1471636094161
TROIS;TRAIN;1;SONT;4;12.813;true;1;3;75.0%;0.31218293920237256;907.4042223703085
TROIS;TRAIN;1;INACCEPTABLES;13;30.471;true;2;10;76.92308%;0.42663516130090906;1884.0909471864281
TROIS;TRAIN;1;TOUTE;5;3.776;true;0;3;60.000004%;1.3241525423728815;194.25834907693667
TROIS;TRAIN;1;TA;2;5.646;true;0;0;0.0%;0.35423308537017356;382.25834907693667
TROIS;TRAIN;1;FAMILLE;7;11.47;true;0;5;71.42857%;0.6102877070619006;921.0100547839132
TROIS;TRAIN;1;VA;2;13.556;true;0;0;0.0%;0.14753614635585718;1137.302700814389
TROIS;TRAIN;1;BIEN;4;16.714;true;0;2;50.0%;0.2393203302620558;1309.8933055585337
TROIS;TRAIN;1;LES;3;2.988;true;0;2;66.66667%;1.0040160642570282;177.13310354145995
TROIS;TRAIN;1;ÉLÉPHANTS;9;11.171;true;0;6;66.66667%;0.8056575060424314;755.5101987919479
TROIS;TRAIN;1;ONT;3;13.131;true;0;2;66.66667%;0.22846698652044778;900.5337662179371
TROIS;TRAIN;1;PEUR;4;16.618;true;0;1;25.0%;0.24070285232880012;1190.1648736931377
TROIS;TRAIN;1;DES;3;18.262;true;0;3;100.0%;0.16427554484722373;1285.538420182929
TROIS;TRAIN;1;SOURIS;6;22.631;true;0;3;50.0%;0.2651230612876143;1477.0679029048217
TROIS;TRAIN;1;TA;2;3.529;true;0;0;0.0%;0.5667327854916407;188.0
TROIS;TRAIN;1;LISTE;5;6.965;true;0;2;40.0%;0.7178750897343862;645.6786998634783
TROIS;TRAIN;1;EST;3;9.104;true;0;1;33.333336%;0.3295254833040422;872.5592855684739
TROIS;TRAIN;1;BEAUCOUP;8;14.03;true;0;5;62.5%;0.5702066999287242;1224.9345627707912
TROIS;TRAIN;1;TROP;4;16.624;true;0;2;50.0%;0.24061597690086622;1368.1933888358342
TROIS;TRAIN;1;LONGUE;6;19.775;true;0;4;66.66667%;0.3034134007585335;1609.9640492414062
TROIS;TRAIN;1;CELA;4;4.166;true;0;4;100.0%;0.9601536245799327;96.25882606504281
TROIS;TRAIN;1;VA;2;5.971;true;0;0;0.0%;0.33495226930162453;312.5514720955187
TROIS;TRAIN;1;AGGRAVER;8;13.62;true;0;5;62.5%;0.5873715124816447;620.5422988549402
TROIS;TRAIN;1;TA;2;15.516;true;0;0;0.0%;0.12889920082495487;808.5422988549402
TROIS;TRAIN;1;SITUATION;9;20.637;true;0;6;66.66667%;0.4361098996947231;1065.5307582532914
